Task,Code
write a recursive python function that performs merge sort on the given list or tuple or string and returns the new sorted sequence,"def sort_and_merge(l1, l2):
    new_list = []
    i = 0
    j = 0
    l1_len = len(l1)
    l2_len = len(l2)
    while (i <= l1_len-1) and (j <= l2_len-1):
        if l1[i] < l2[j]:
            new_list.append(l1[i])
            i +=1
        else:
            new_list.append(l2[j])
            j +=1
    if i <= (l1_len-1):
        new_list += l1[i:]
    if j <= (l2_len-1):
        new_list += l2[j:]
    return new_list

def recursive_merge_sort(list_to_be_sorted):
    final_list = []
    first = 0
    last = len(list_to_be_sorted)
    if last <= 1:
        final_list.extend( list_to_be_sorted )
    else:
        mid = last // 2
        l1 = recursive_merge_sort( list_to_be_sorted[:mid] )
        l2 = recursive_merge_sort( list_to_be_sorted[mid:] )
        final_list.extend( sort_and_merge( l1, l2 ) )
    return final_list"
Write a function to return the mean of numbers in a list,"def cal_mean(num_list:list)->float:
    if num_list:
        return sum(num_list)/len(num_list)
    else:
        return None"
Write a function to return the median of numbers in a list,"def cal_median(num_list:list)->float:
    if num_list:
        if len(num_list)%2 != 0:
            return sorted(num_list)[int(len(num_list)/2) - 1]
        else:
            return (sorted(num_list)[int(len(num_list)/2) - 1] + sorted(num_list)[int(len(num_list)/2)])/2
    else:
        return None"
Write a function to return the area of triangle by heros formula,"def cal_triangle_area(a:float,b:float,c:float)->float:
    if a or b or c:
        s = (a+b+c)/2
        if s>a and s>b and s>c:
            area = (s*(s-a)*(s-b)*(s-c))**(1/2)
            return round(area,2)
        else:
            return None
    return None"
Write a function to return the area of a equilateral triangle,"def cal_eq_triangle_area(a:float)->float:
    if a:
        return (3**(1/2))*(a**2)/4
    else:
        return None"
Write a function to return the area of a right angle triangle,"def cal_rt_triangle_area(base:float,height:float)->float:
    if base and height:
        return (base*height)/2
    else:
        return None"
Write a function to return the cartisian distance of a point from origin,"def cal_dist_from_orign(x:float,y:float)->float:
    return (x**2+y**2)**(1/2)"
Write a function to return the cartisian distance between two points,"def cal_cart_distance(x1:float,y1:float,x2:float,y2:float)->float:
    return ((x1-x2)**2+(y1-y2)**2)**(1/2)"
Write a function to return the type roots of a quadratic equation ax**2 + bx + c = 0,"def root_type(a:float,b:float,c:float):
    if b**2-4*a*c >= 0:
        return 'real'
    else:
        return 'imaginary'"
Write a function to return the sum of the roots of a quadratic equation ax**2 + bx + c = 0,"def sum_of_roots(a:float,c:float):
    if a:
        return c/a
    else:
        return None"
Write a function to return the product of the roots of a quadratic equation ax**2 + bx + c = 0,"def prod_of_roots(a:float,b:float):
    if a:
        return -b/a
    else:
        return None"
Write a function to return the real of the roots of a quadratic equation else return None ax**2 + bx + c = 0,"def roots_of_qad_eq(a:float,b:float,c:float):
    d = b**2-4*a*c
    if d >= 0:
        return (-b+(d)**(1/2))/2*a,(-b-(d)**(1/2))/2*a
    else:
        return None"
Write a function to return the profit or loss based on cost price and selling price,"def find_profit_or_loss(cp,sp):
    if cp > sp:
        return 'loss', cp-sp
    elif cp < sp:
        return 'profit', sp-cp
    else:
        return 'no profit or loss', 0"
Write a function to return the area of a rectangle,"def cal_area_rect(length, breadth):
    return length*breadth"
Write a function to return the area of a square,"def cal_area_square(side):
    return side**2"
Write a function to return the area of a rhombus with diagonals q1 and q2,"def cal_area_rhombus(q1,q2):
    return (q1*q2)/2"
Write a function to return the area of a trapezium with base a base b and height h between parallel sides,"def cal_area_trapezium(a,b,h):
    return h*(a+b)/2"
Write a function to return the area of a circle of raidus r,"def cal_area_circle(r):
    pi = 3.14
    return pi*r**2"
Write a function to return the circumference of a circle,"def cal_circumference(r):
    pi = 3.14
    return 2*pi*r"
Write a function to return the perimeter of a rectangle,"def cal_perimeter_rect(length, bredth):
    return 2*(length+bredth)"
Write a function to return the perimeter of a triangle,"def cal_perimeter_triangle(s1,s2,s3):
    return s1+s2+s3"
Write a function to return the perimeter of a square,"def cal_perimeter_square(side):
    return 4*side"
Write a function to return the perimeter of an equilateral triangle,"def cal_perimeter_eq_triangle(a):
    return 3*a"
Write a function to return the perimeter of a isoscales triangle,"def cal_perimeter_iso_triangle(s1,s2):
    return 2*s1+s2"
Write a function to return the area of an ellipse,"def cal_area_ellipse(minor, major):
    pi = 3.14
    return pi*(minor*major)"
Write a function to return the lateral surface area of a cylinder,"def cal_cylinder_lat_surf_area(height,radius):
    pi=3.14
    return 2*pi*radius*height"
Write a function to return the curved surface area of a cone,"def cal_cone_curved_surf_area(slant_height,radius):
    pi=3.14
    return pi*radius*slant_height"
Write a function to return the total surface area of a cube of side a,"def cal_surface_area_cube(a):
    return 6*(a**2)"
"Write a function to return the total surface area of a cuboid of length l, bredth b and height h","def cal_surface_area_cuboid(l,b,h):
    return 2*(l*b+b*h+h*l)"
Write a function to return the surface area of a sphere,"def cal_area_sphere(radius):
    pi = 3.14
    return 4*pi*(radius**2)"
Write a function to return the surface area of a hemi-sphere,"def cal_area_hemisphere(radius):
    pi = 3.14
    return 2*pi*(radius**2)"
Write a function to return the total surface area of a cylinder,"def cal_cylinder_surf_area(height,radius):
    pi=3.14
    return 2*pi*radius**2*+2*pi*radius*height"
Write a function to return the lateral surface area of a cone,"def cal_cone_lateral_surf_area(height,radius):
    pi=3.14
    return pi*radius*(((height**2)+(radius**2))**(1/2))"
Write a function to return the volume of a cylinder,"def cal_cylinder_volume(height, radius):
    pi=3.14
    return pi*(radius**2)*height"
Write a function to return the volume of a cone,"def cal_cone_volume(height,radius):
    pi=3.14
    return pi*(radius**2)*height/3"
Write a function to return the volume of a hemi sphere,"def cal_hemisphere_volume(radius:float)->float:
    pi=3.14
    return (2/3)*pi*(radius**3)"
Write a function to return the volume of a sphere,"def cal_sphere_volume(radius:float)->float:
    pi=3.14
    return (4/3)*pi*(radius**3)"
Write a function to return the volume of a cuboid,"def cal_cuboid_volume(length:float, breadth:float, height:float)->float:
    return length*breadth*height"
Write a function to return the volume of a cube,"def cal_cube_volume(side:float)->float:
    return side**3"
Write a function to return the speed of moving object based of distance travelled in given time,"def cal_speed(distance:float,time:float)->float:
    return distance/time"
Write a function to return the distance covered by a moving object based on speend and given time,"def cal_distance(time:float,speed:float)->float:
    return time*speed"
Write a function to return the time taken by a given of moving object based of distance travelled in given time,"def cal_time(distance:float,speed:float)->float:
    return distance/speed"
Write a function to return the torque when a force f is applied at angle thea and distance for axis of rotation to place force applied is r,"def cal_torque(force:float,theta:float,r:float)->float:
    import math
    return force*r*math.sin(theta)"
Write a function to return the angualr veolcity based on augualr distance travelled in radian unit and time taken,"def cal_angular_velocity(angular_dist:float,time:float)->float:
    return angular_dist/time"
Write a function to calculate the focal length of a lense buy the distance of object and distance of image from lense,"def cal_focal_length_of_lense(u:float,v:float)->float:
    return (u*v)/(u+v)"
Write a function to calculate the gravitational force between two objects of mass m1 and m2 and distance of r between them,"def cal_gforce(mass1:float,mass2:float, distance:float)->float:
    g = 6.674*(10)**(-11)
    return (g*mass1*mass2)/(distance**2)"
Write a function to calculate the current in the curcit where the resistance is R and voltage is V,"def cal_current(resistance:float, voltage:float)->float:
    return voltage/resistance"
Write a function to calculate the total capacitance of capacitors in parallel in a given list,"def cal_total_cap_in_parallel(cap_list:list)->float:
    return sum(cap_list)"
Write a function to calculate the total resistance of resistances in parallel in a given list,"def cal_total_res_in_parallel(res_list:list)->float:
    return sum([1/r for r in res_list])"
Write a function to calculate the total resistance of resistances in series in a given list,"def cal_total_res_in_series(res_list:list)->float:
    return sum(res_list)"
Write a function to calculate the moment of inertia of a ring of mass M and radius R,"def cal_mi_ring(mass:float,radius:float)->float:
    return mass*(radius**2)"
Write a function to calculate the moment of inertia of a sphere of mass M and radius R,"def cal_mi_sphere(mass:float,radius:float)->float:
    return (7/5)*mass*(radius**2)"
"Write a function to calculate the pressure P of ideal gas based on ideal gas equation - Volume V, and Temperatue T are given","def find_pressure_of_ideal_gas(volume:float, temp:float,n:float)->float:
    r = 8.3145"
gas constant R,return (n*r*temp)/volume
Write a function to calculate the volume V of ideal gas based on ideal gas equation Pressure P and Tempreature T given,"def find_volume_of_ideal_gas(pressure:float, temp:float,n:float)->float:
    r = 8.3145"
gas constant R,return (n*r*temp)/pressure
Write a function to calculate the Temprature T of ideal gas based on ideal gas equation Pressure P and Volume V given,"def find_temp_of_ideal_gas(pressure:float, volume:float,n:float)->float:
    r = 8.3145"
gas constant R,return (pressure*volume)/n*r
"Write a function to calculate the velocity of an object with initial velocity u, time t and acceleration a","def cal_final_velocity(initial_velocity:float,accelration:float,time:float)->float:
    return initial_velocity + accelration*time"
"Write a function to calculate the displacement of an object with initial velocity u, time t and acceleration a","def cal_displacement(initial_velocity:float,accelration:float,time:float)->float:
    return initial_velocity*time + .5*accelration*(time)**2"
